"artist","title","sales_price","sales_price_log","estimate_range","created","auction_location","surface","artist_seal","inscribed","signed","dated","titled","stamped","auction_year","auction_month","auction_weekday","canvas","oil","acrylic","board","paper","lacquer","masonite","panel","ink","wood"
"Teh-Chun Chu","DOMINATION",160130,11.9837412643165,25620,"2001","0",4870.25,"0","0","1","1","0","0",2016,1,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Tsuyoshi Maekawa","UNTITLED (A46)",11210,9.32456151606621,2560,"1991","0",2470.2,"0","0","1","1","0","0",2016,1,"Wednesday",1,1,0,1,0,0,0,0,0,0
"Yayoi Kusama","RAIN ON THE SEA",19220,9.86370668252428,5120,"1991","0",663.39,"0","0","1","1","0","0",2016,1,"Wednesday",0,0,0,1,1,0,0,0,1,0
"Shozo Shimamoto","UNTITLED",96080,11.4729364567539,12810,"2006-07","0",9360,"0","0","1","0","0","0",2016,1,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Sam Lewis Francis","UNTITLED (SF76-214)",36830,10.5140680094391,6410,"1976","0",2421.09,"0","0","1","0","0","0",2016,1,"Wednesday",0,0,1,0,1,0,0,0,0,0
"Toshimitsu Imai","UNTITLED",17610,9.77622220149025,2560,"1979","0",6936,"0","0","1","1","0","0",2016,1,"Wednesday",0,0,1,0,1,0,0,0,0,0
"Takashi Murakami","LV COSMIC BLOSSOM: WISDOM",625130,13.3457149070895,128100,NA,"0",17978.07,"0","0","0","0","0","0",2016,1,"Wednesday",1,0,1,0,0,0,0,0,0,0
"Victor Vasarely","VONAL-OR",88070,11.3858872317995,25620,"1968","0",10180.81,"0","0","1","1","0","0",2016,1,"Wednesday",0,0,0,0,0,0,1,0,0,0
"Chin Hsiao","PRESENCE-2",19220,9.86370668252428,7690,"1975","0",5310,"0","0","1","1","0","0",2016,1,"Wednesday",1,0,1,0,0,0,0,0,0,0
"Bernard Buffet","FLEURS DE HOUX DANS UN POT (HOLLY FLOWERS IN A POT)",76860,11.2497408641188,25620,"1982","0",4374,"0","0","1","1","0","0",2016,1,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Bernard Buffet","DEUX TRUITES JAUNES (TWO YELLOW TROUTS)",99280,11.5056994198785,20500,"1977","0",6930,"0","0","1","1","0","0",2016,1,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Walasse Ting","CALICO CAT",12810,9.45798139489078,2560,"c. 1990","0",5508,"0","0","0","0","0","1",2016,1,"Wednesday",0,0,1,0,1,0,0,0,1,0
"Marc Quinn","UNDER THE VOLCANO. OL DOINYO LENGAI, TANZANIA",160130,11.9837412643165,64050,"2009","0",45461,"0","0","1","1","0","0",2016,1,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Yu Chen","UNTITLED 2",7690,8.94767606249969,2570,"2003","0",13000,"0","0","1","1","0","0",2016,1,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Zhengjie Feng","CHINA NO. 14",10410,9.25052216160901,3840,"2001","0",22575,"0","0","1","1","0","0",2016,1,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Yayuan Han","TOMORROW I WILL MARRY YOU!",10410,9.25052216160901,1281,"2006","0",10000,"0","0","1","1","0","0",2016,1,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Jian Ling","INTERNATIONALE III",12810,9.45798139489078,8960,"2003","0",22165,"0","0","1","1","0","0",2016,1,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Luis Chan","UNTITLED",6410,8.76561454991472,5120,"1987","0",12969,"0","0","1","1","0","0",2016,1,"Wednesday",1,0,1,0,0,0,0,0,0,0
"Chin Hsiao","HONG RAN",19220,9.86370668252428,7690,"1962","0",5600,"0","0","1","1","0","0",2016,1,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Chin Hsiao","PINTURA-CT (PAINTING-CT)",28820,10.2688248695535,8970,"1959","0",3936,"0","0","1","1","0","0",2016,1,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Okokume","COSMIC GIRL",41630,10.636576340189,2567,"2017","0",10324,"0","0","1","1","0","0",2020,4,"Wednesday",1,0,1,0,0,0,0,0,0,0
"Ian Williams","IMMORTALS",3522,8.16678428905615,1281,"2018","0",2499.64,"0","0","1","1","0","0",2020,4,"Wednesday",0,1,0,0,0,0,0,0,0,1
"Zachary Armstrong","UNTITLED",2241,7.71467747380093,1281,"2014","0",22295.51,"0","0","1","1","0","0",2020,4,"Wednesday",1,0,1,1,0,0,0,0,1,0
"Yayoi Kusama","SILVER SEA",76860,11.2497408641188,16660,"1980","0",668.25,"0","0","1","1","0","0",2020,4,"Wednesday",0,0,0,1,1,0,0,0,0,0
"Shanzhuan Wu","TODAY NO WATER",5600,8.63052187672324,2560,"c. 2004","0",17764.38,"0","0","0","0","0","0",2020,4,"Wednesday",0,1,1,0,1,0,0,0,0,0
"Masaaki Yamada","WORK F.36",8010,8.9884460400624,2560,"1990","0",18144,"0","0","1","1","0","0",2020,4,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Yayoi Kusama","INFINITY NETS (SUNSET",60850,11.0161670984157,25620,"2002","0",938.05,"0","0","1","1","0","0",2020,4,"Wednesday",0,0,1,1,0,0,0,0,0,0
"Yayoi Kusama","THE WAVE INSIDE A MEMORY OF AN ILLUSION",120090,11.6959967406547,25620,"1978","0",3297.65,"0","0","1","0","1","0",2020,4,"Wednesday",0,0,0,1,1,0,0,0,0,0
"Wei Dong","IDOL NO. 2",12810,9.45798139489078,2567,"2003","0",2850,"1","0","0","0","0","0",2020,4,"Wednesday",1,0,1,0,0,0,0,0,0,0
"Wenbo Chen","VITAMIN Z NO. 26",2081,7.64060382639363,1281,"2000","0",29600,"0","0","1","0","1","0",2020,4,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Katherine Bradford","ICE CREAM GIRL AND SUPERHERO BOY",25620,10.1511285754507,5120,"2019","0",7676,"0","0","1","1","0","0",2020,4,"Tuesday",1,0,1,0,0,0,0,0,0,0
"Etel Adnan","UNTITLED",67250,11.1161722974641,12810,"2016","0",1597.5,"0","0","1","1","0","0",2020,4,"Tuesday",1,1,0,0,0,0,0,0,0,0
"Takashi Yanase","ANPANMAN AND BAIKINMAN",8010,8.9884460400624,2560,"2001","0",828,"0","0","0","0","0","0",2020,5,"Tuesday",0,0,1,1,0,0,0,0,0,0
"Takashi Yanase","ANPANMAN AND BAIKINMAN",9610,9.17055950196434,2560,"2011","0",NA,"0","0","0","0","0","0",2020,5,"Tuesday",0,0,1,1,0,0,0,0,0,0
"Osamu Watanabe","SCREAM",1935,7.56786260546388,516,"2007","0",5892.06,"0","0","1","1","0","0",2020,5,"Tuesday",0,0,0,0,0,0,0,0,0,0
"Soichi Yamaguchi","I. IN EXISTENCE #1/ II. IN EXISTENCE #2 (TWO WORKS)",886,6.78671695060508,516,"2008","0",NA,"0","0","1","1","0","0",2020,5,"Tuesday",1,0,1,0,0,0,0,0,0,0
"KAWS","UNTITLED",67730,11.1232844922089,25800,"1999","0",1640.25,"0","0","1","1","0","0",2020,5,"Tuesday",1,0,1,0,0,0,0,0,0,0
"Jung-Yeon Min","LUTTE",6450,8.77183540978982,2580,"2006","0",22109.8,"0","0","1","1","0","0",2020,5,"Tuesday",1,0,1,0,0,0,0,0,0,0
"Yayoi Kusama","DOTS BY GIRLS (ZAT)",177400,12.0861623488576,129020,"2004","0",2314,"0","0","1","1","0","0",2020,5,"Tuesday",1,0,1,0,0,0,0,0,0,0
"Soichi Yamaguchi","UNTITLED",1048,6.95463886488099,516,"2009","0",3555,"0","0","1","1","0","0",2020,5,"Tuesday",0,0,1,0,0,0,0,0,0,0
"KAWS","HOLIDAY TAIPEI (SET OF FOUR)",1451,7.28000825288419,258,"2019","0",NA,"0","0","1","0","0","0",2020,5,"Tuesday",0,0,0,0,0,0,0,0,0,0
"Osamu Watanabe","SWEET WAVE",1290,7.16239749735572,516,"2007","0",7776.3,"0","0","1","1","0","0",2020,5,"Tuesday",1,0,0,0,0,0,0,0,0,0
"Iida Kiriko","UNTITLED",1370,7.22256601882217,516,"2008","0",16767,"0","0","1","1","0","0",2020,5,"Tuesday",1,1,0,0,0,0,0,0,0,0
"Mr Doodle","UNTITLED (500 CHARACTERS)",8780,9.08023168662916,1277,"2018","0",156.25,"0","0","1","1","0","0",2020,5,"Tuesday",1,0,1,0,0,0,0,0,0,0
"Mr Doodle","RAINBOW",10380,9.24763615671988,2550,"2019","0",870.25,"0","0","1","1","0","0",2020,5,"Tuesday",1,0,1,0,0,0,0,0,0,0
"Mr Doodle","CAT SURFER",23950,10.0837236028391,1278,"2018","0",2346,"0","0","1","0","0","0",2020,5,"Tuesday",0,0,1,0,1,0,0,0,0,0
"Mr Doodle","ONE TRIBE",22350,10.0145816000417,5110,"2016","0",3576.04,"0","0","1","0","0","0",2020,5,"Tuesday",1,0,1,0,0,0,0,0,0,0
"KAWS","SHARE (BROWN/BLACK) (TWO WORKS)",3033,8.01730750768858,511,"2020","0",NA,"0","0","1","1","0","0",2020,5,"Tuesday",0,0,0,0,0,0,0,0,0,0
"KAWS","GONE (GREY/ BLACK) (TWO WORKS)",3033,8.01730750768858,1277,"2019","0",NA,"0","0","1","1","0","0",2020,5,"Tuesday",0,0,0,0,0,0,0,0,0,0
"Mr Doodle","DOODLINGS",10380,9.24763615671988,2550,"2019","0",232.5625,"0","0","1","1","0","0",2020,5,"Tuesday",1,0,1,0,0,0,0,0,0,0
"Mr Doodle","BLACK AND WHITE",28740,10.266045159633,12780,"2019","0",10000,"0","0","1","1","0","0",2020,5,"Tuesday",1,0,1,0,0,0,0,0,0,0
"Mr Doodle","ROBOT CURLS",6710,8.81135422996573,1278,"2018","0",2369.8,"0","0","1","0","0","0",2020,5,"Tuesday",0,0,1,0,1,0,0,0,0,0
"Adrien Jean Le Mayeur de Merpres","FESTIVAL ALONG THE SEA",222120,12.3109730553555,114230,NA,"0",3575,"0","0","1","0","0","0",2020,5,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Le Pho","FLOWERS",55530,10.9246786942357,6350,NA,"0",5120,"0","0","1","0","0","0",2020,5,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Walasse Ting","NUDE",4759,8.46779284112111,1396,NA,"0",645,"1","0","0","0","0","0",2020,5,"Wednesday",0,0,1,0,1,0,0,0,0,0
"Walasse Ting","A VERY HOT DAY",7140,8.87346805533363,2540,NA,"0",1831.5,"1","0","0","0","0","0",2020,5,"Wednesday",0,0,1,0,1,0,0,0,0,0
"Danielle Tay","KEEPER OF HOPES",1586,7.36897040219479,1269,"2017","0",9210.5,"0","0","1","1","0","0",2020,5,"Wednesday",0,0,1,0,1,0,0,0,0,0
"Pow Martinez","I.C. WATER",11110,9.31560088263368,2543,"2012","0",32942,"0","0","1","1","0","0",2020,5,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Nguyen Tu Nghiem","HORSE RIDER",4125,8.32482129876878,1269,"78","0",716.75,"0","0","1","1","0","0",2020,5,"Wednesday",0,0,1,0,1,0,0,0,0,0
"Xuan Phai Bui","CHEO ACTORS",7140,8.87346805533363,1270,"66","0",99.75,"0","0","1","1","0","0",2020,5,"Wednesday",0,0,1,0,0,0,0,0,0,0
"Le Minh","LITTLE BOATS ON THE SAIGON RIVER",1110,7.01211529430638,634,"65","0",816,"0","0","1","1","0","0",2020,5,"Wednesday",0,1,0,0,0,0,1,0,0,0
"Le Minh","RIVER SCENE IN SAIGON",2379,7.77443551030296,1269,"c. 1960","0",2450,"0","0","1","0","0","0",2020,5,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Adrien Jean Le Mayeur de Merpres","(I) BY THE BEACH (II) BY THE BEACH (2)",13490,9.5097039492018,2540,NA,"0",NA,"0","0","1","0","0","0",2020,5,"Wednesday",0,1,0,0,0,0,0,1,0,0
"Adrien Jean Le Mayeur de Merpres","DJIBOUTI",11110,9.31560088263368,2530,NA,"0",669.75,"0","0","1","0","0","0",2020,5,"Wednesday",0,1,0,0,0,0,0,1,0,0
"Adrien Jean Le Mayeur de Merpres","CAFE AT THE PORT OF MARSEILLE",9520,9.16115012778541,2530,NA,"0",546,"0","0","1","0","0","0",2020,5,"Wednesday",0,1,0,0,0,0,0,1,0,0
"Harijadi Sumadidjaja","DIALOG",4125,8.32482129876878,2540,"1957","0",10502,"0","0","1","1","0","0",2020,5,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Ngwe Gaing","YELLOW FLOWERS",6350,8.75621009188674,2540,"57","0",750,"0","0","1","1","0","0",2020,5,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Manfong Lee","PEKINGESE DOGS",30140,10.3136084721805,12690,"1979","0",7381,"0","0","1","1","0","0",2020,5,"Wednesday",0,1,0,0,0,0,1,0,0,0
"Romeo Villalva Tabuena","MISTY LANDSCAPE",2379,7.77443551030296,1269,"1960","0",1111.5,"0","0","1","1","0","0",2020,5,"Wednesday",0,0,1,0,0,0,0,0,0,0
"Jigger Cruz","RAINDROPS MACHINE",4759,8.46779284112111,2543,"7","0",5402.25,"0","0","1","1","0","0",2020,5,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Ronald Caringal","I SCREAM SUNDAE",396,5.98141421125448,1269,NA,"0",22067.5,"0","1","1","0","0","0",2020,5,"Wednesday",1,1,0,1,0,0,0,0,0,0
"Indieguerillas","PORTABLE ART IS GOOD FOR YOU VII: (THE BIRTH OF) THE CHEERFUL AND THE BEAUTIFUL PSEUDO-COOL",3807,8.2445967563825,2543,"2010","0",9417,"0","0","0","0","0","0",2020,5,"Wednesday",0,0,1,0,0,0,0,0,0,1
"Ho Huu Thu","WOMAN",7620,8.93853164868069,889,NA,"0",2370,"0","0","1","0","0","0",2020,5,"Wednesday",0,0,0,0,0,1,0,0,0,1
"Tran Phuc Duyen","TEMPLE ON HOAN KIEM LAKE AND IT'S BRIDGE",25380,10.1417167412684,2530,"54","0",2542.5,"0","0","1","1","0","0",2020,5,"Wednesday",0,0,0,0,0,1,0,0,0,1
"Pham Van Don","SUR LA BAIE D'ALONG (HA LONG BAY)",22210,10.0082979168885,3800,NA,"0",2301,"0","0","1","0","0","0",2020,5,"Wednesday",0,0,0,0,0,1,0,0,0,1
"Walasse Ting","UNTITLED (CAT)",2379,7.77443551030296,635,NA,"0",686.25,"1","0","0","0","0","0",2020,5,"Wednesday",0,0,1,0,1,0,0,0,0,0
"Walasse Ting","UNTITLED",4759,8.46779284112111,1269,NA,"0",682,"1","0","0","0","0","0",2020,5,"Wednesday",0,0,1,0,1,0,0,0,0,0
"Walasse Ting","(I) UNTITLED (II) UNTITLED (2)",3807,8.2445967563825,1269,NA,"0",NA,"1","0","0","0","0","0",2020,5,"Wednesday",0,0,1,0,1,0,0,0,0,0
"Aw Tee Hong","SINGAPORE SHOPHOUSES",11110,9.31560088263368,3800,"82","0",4636,"0","0","1","1","0","0",2020,5,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Henri Mege","MATINÉE DANS UN VILLAGE D'ANNAM PRÈS DE HUE (THE MORNING IN A VILLAGE NEAR HUE ANNAM, CENTER OF VIETNAM)",2538,7.83913164827433,635,NA,"0",958.5,"0","0","1","0","0","0",2020,5,"Wednesday",0,1,0,0,0,0,0,0,0,1
"Henri Mege","PAVILLON DE LA STELE (PAVILLION OF THE STELE)",3014,8.01102337918644,635,"c. 1930-1940s","0",1602,"0","1","1","0","0","0",2020,5,"Wednesday",0,1,0,0,0,0,0,1,0,0
"Le Ba Dang","THREE BOATS",3490,8.15765701519647,2543,"56","0",3588.75,"0","0","1","1","0","0",2020,5,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Nguyen van Trung","ATMOSPHERE #24",2538,7.83913164827433,1269,"2000","0",3500,"0","0","0","0","0","1",2020,5,"Wednesday",0,0,0,0,0,1,0,0,0,1
"Choo Keng Kwang","MOUNTAIN LANDSCAPE IN INDONESIA",2855,7.95682712209011,3800,"1971","0",6837.3,"0","0","1","1","0","0",2020,5,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Thu Nguyen","NUDE",396,5.98141421125448,635,NA,"0",4533.75,"0","0","1","0","0","0",2020,5,"Wednesday",1,1,0,0,0,0,0,0,0,0
"Thaweesak Srithongdee","JULOBY",396,5.98141421125448,2542,"2004","0",1632,"0","0","1","1","0","0",2020,5,"Wednesday",0,0,1,0,1,0,0,0,0,0
"Thaweesak Srithongdee","ELEGANT",634,6.45204895443723,2542,"2000","0",2000,"0","0","1","0","1","0",2020,5,"Wednesday",1,0,1,0,0,0,0,0,0,0
"Dam Thuy","RED MOON",555,6.31896811374643,635,"2003","0",4925.25,"0","0","1","1","0","0",2020,5,"Wednesday",1,0,1,0,0,0,0,0,0,0
"Quan Dinh","GIRL AND BANANA LEAF",1427,7.26332961747684,635,"2003","0",20636,"0","0","1","1","0","0",2020,5,"Wednesday",0,0,0,0,0,1,0,0,0,0
"Okokume","TIME FLIES",46860,10.7549197120618,2500,"2019","0",4500,"0","0","1","1","0","0",2020,6,"Tuesday",1,0,1,0,0,0,0,0,0,0
"Lung Kasing","FROM THE HEART",8590,9.0583540149783,2502,"2017","0",1200,"0","0","1","0","0","0",2020,6,"Tuesday",1,0,1,0,0,0,0,0,0,0
"Chino Lam","SUMERIAN",26550,10.1867850266701,1250,"2019","0",5581.5,"0","0","1","1","0","0",2020,6,"Tuesday",1,0,1,0,0,0,0,0,0,0
"Guanzhong Wu","Old Pier at Guazhou",168310,12.0335627961202,76860,"1963","1",1102,"0","0","1","1","0","0",2017,11,"Saturday",0,1,0,1,0,0,0,0,0,0
"Guanzhong Wu","A Village of Xishuangbanna",2068710,14.5424357825731,1281000,"1994","1",4636,"0","0","1","1","0","0",2017,11,"Saturday",1,1,0,0,0,0,0,0,0,0
"Guanzhong Wu","Golden Field",2876610,14.8721230754721,768600,"1977","1",2819.8,"0","0","1","1","0","0",2017,11,"Saturday",0,1,0,1,0,0,0,0,0,0
"Anita Corpus Magsaysay-Ho","Women Feeding Chickens",1069860,13.8830383567561,256200,"1979","1",12075,"0","0","1","1","0","0",2017,11,"Saturday",1,1,0,0,0,0,0,0,0,0
"Soo Pieng Cheong","Ploughing",290720,12.58011588363,76860,"1977","1",8313,"0","0","1","1","0","0",2017,11,"Saturday",1,1,0,0,0,0,0,0,0,0
"Wenxi Chen","Singapore River",290720,12.58011588363,102480,"c 1949","1",9091.5,"0","0","1","0","0","0",2017,11,"Saturday",1,1,0,0,0,0,0,0,0,0
"Thawan Duchanee","Thai Lanna Farmhouse",122410,11.7151313450696,51240,NA,"1",10146.75,"0","0","1","0","0","0",2017,11,"Saturday",0,1,0,1,0,0,0,0,0,0
"Pham Hau","Paysage du Tonkin (Tonkinese Landscape)",145360,11.8869687030701,25620,"c 1936","1",18900,"0","0","1","0","0","0",2017,11,"Saturday",0,0,0,0,0,1,0,1,0,0
"Shrihadi Soedarsono","The Spirit of Legong",183610,12.1205692219162,51240,"2000","1",39000,"0","0","1","1","0","0",2017,11,"Saturday",1,0,1,0,0,0,0,0,0,0
"Kusama Affandi","Andong (Horse Cart)",306020,12.6314057382758,89670,"1969","1",12780,"0","0","1","0","0","0",2017,11,"Saturday",1,1,0,0,0,0,0,0,0,0
"Yen-Yung Ting","Persimmons and Flowers",394160,12.8845121972178,76860,"1971","1",1292.44,"0","0","1","1","0","0",2017,11,"Saturday",0,1,0,1,0,0,0,0,0,0
"Leonard Tsuguharu Foujita","Les Deux Amies (Two Friends)",526360,13.1737406682641,128100,"1926","1",3510,"0","0","1","0","0","0",2017,11,"Saturday",1,1,0,0,0,0,0,0,0,0
"Chang Yu Sanyu","Bouquet de Marguerites (Bouquet of Marguerites)",6209200,15.6415426211344,1281000,"1931","1",3654,"0","0","1","0","0","0",2017,11,"Saturday",1,1,0,0,0,0,0,0,0,0
"Wou-Ki Zao","Untitled (Teapot And Vase With Twigs)",1304880,14.0816216404879,640500,"1951","1",3510,"0","0","1","0","0","0",2017,11,"Saturday",1,1,0,0,0,0,0,0,0,0
"Wou-Ki Zao","Bocage",2142160,14.5773252237455,384300,"1957","1",4240,"0","0","1","1","0","0",2017,11,"Saturday",1,1,0,0,0,0,0,0,0,0
"Wou-Ki Zao","29.01.64",24800080,17.0263574369365,5124000,"1964","1",52000,"0","0","1","0","0","0",2017,11,"Saturday",1,1,0,0,0,0,0,0,0,0
"Jose Tanig Joya","Untitled",335400,12.7230791283712,76860,"1957","1",21777,"0","0","1","1","0","0",2017,11,"Saturday",1,1,0,0,0,0,0,0,0,0
"Vicente S Manansala","Crucifixion",423540,12.9564032396176,256200,"1980","1",16895,"0","0","1","1","0","0",2017,11,"Saturday",1,1,0,0,0,0,0,0,0,0
"Hernando Ruiz Ocampo","A Song for Aleli",229520,12.3437454506552,51240,"1974","1",10836,"0","0","1","1","0","0",2017,11,"Saturday",1,1,0,0,0,0,0,0,0,0
"Fernando Zobel de Ayala Montojo","Saeta 48",526360,13.1737406682641,76860,"1957","1",5612,"0","0","1","0","1","0",2017,11,"Saturday",1,1,0,0,0,0,0,0,0,0
"Dayu Wu","Colour Rhymes - 29",1113920,13.9233958836052,384300,NA,"1",2014,"0","0","0","0","0","0",2017,11,"Saturday",1,1,0,0,0,0,0,0,0,0
"Wou-Ki Zao","8. 11. 79",6071490,15.6191146024352,768600,"1979","1",10503,"0","0","1","0","0","0",2017,11,"Saturday",1,1,0,0,0,0,0,0,0,0
"Wou-Ki Zao","Ville Flottante (Floating City)",1628040,14.3028873952674,256200,"1954","1",2530,"0","0","1","0","0","0",2017,11,"Saturday",1,1,0,0,0,0,0,0,0,0
"Teh-Chun Chu","Poussée Cristalline (Unrevealed Crystal)",2729720,14.8197095977985,768600,"1998-1999","1",40000,"0","0","1","0","0","0",2017,11,"Saturday",1,1,0,0,0,0,0,0,0,0
"Chin Hsiao","Surya (Sun) Series",183610,12.1205692219162,25620,"1966","1",40000,"0","0","1","0","0","0",2017,11,"Saturday",1,0,1,0,0,0,0,0,0,0
"Yayoi Kusama","Untitled",4125190,15.2326226372962,1281000,"c 1960","1",14504.4,"0","0","0","0","0","0",2017,11,"Saturday",1,1,0,0,0,0,0,0,0,0
"Atsuko Tanaka","'84A",1334260,14.1038873890154,256200,"1984","1",63692.75,"0","0","1","0","1","0",2017,11,"Saturday",1,0,0,0,0,0,0,0,0,0
"Hyong Keun Yun","Burnt Umber & Ultramarine Blue",229520,12.3437454506552,64050,"1992","1",21060,"0","0","1","0","0","0",2017,11,"Saturday",0,1,0,0,0,0,0,0,0,0
"Sanghwa Chung","Untitled 85-8-9",275420,12.5260524842811,128100,"1985","1",12610,"0","0","1","0","1","0",2017,11,"Saturday",1,0,1,0,0,0,0,0,0,0
"Szeto Lap","Château",130060,11.7757511614231,25620,"2004","1",16644,"0","0","1","0","0","0",2017,11,"Saturday",1,1,0,0,0,0,0,0,0,0
"Yang Shang","Landscape of Place E- 7",91810,11.4274765031377,38430,"1999","1",4284,"0","0","1","1","0","0",2017,11,"Saturday",1,1,1,0,0,0,0,0,0,0
"Tetsuya Ishida","General Manager's Chair In An Abandoned Building",452910,13.0234487092299,256200,"1996","1",14996.8,"0","0","0","0","0","0",2017,11,"Saturday",0,0,1,1,0,0,0,0,0,0
"Yuxing Huang","Land of Growth",145360,11.8869687030701,38430,"2015-2016","1",33350,"0","0","1","1","0","0",2017,11,"Saturday",1,0,1,0,0,0,0,0,0,0
"Yoshitomo Nara","Midnight Vampire",2142160,14.5773252237455,384300,"2010","1",7708,"0","0","1","1","0","0",2017,11,"Saturday",1,0,1,0,0,0,0,0,0,0
"Yoshitomo Nara","MIA",2803170,14.8462614776121,512400,"2001","1",32400,"0","0","1","0","0","0",2017,11,"Saturday",0,0,1,0,0,0,0,0,0,0
"Le Pho","Le Vase De Bronze (The Bronze Vase)",48960,10.7987589171862,6410,"c. 1960","1",5566,"0","0","1","0","0","0",2017,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Le Pho","Mère et Enfant (Mother and Child)",22950,10.0410732154887,6400,"c. 1960","1",770.5,"0","0","1","0","0","0",2017,11,"Sunday",1,1,0,1,0,0,1,0,0,0
"Nguyen van Trung","Lady in Ao Dai with a Ngoc Anh Flower in Her Hands",24480,10.1056117366263,5120,"1999","1",10000,"0","0","1","1","0","0",2017,11,"Sunday",0,0,0,0,0,1,0,1,0,0
"Tich Chu Hoang","Mother and Son",19890,9.89797237184802,2560,"1960","1",1750,"0","0","1","1","0","0",2017,11,"Sunday",0,0,0,1,0,1,0,0,0,0
"Vu Cao Dam","La Famille",91810,11.4274765031377,25620,"1984","1",10077.25,"0","0","1","1","0","0",2017,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Vu Cao Dam","Le Rendez-vous (The Meeting)",42840,10.6652275245617,6400,"1972","1",6716,"0","0","1","1","0","0",2017,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Vu Cao Dam","Divinité en Rouge (Divinity in Red)",36720,10.5110768447344,6400,"1978","1",13824,"0","0","1","1","0","0",2017,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Vu Cao Dam","Cockfight",53550,10.8883710758759,7680,"1956","1",4380,"0","0","1","1","0","0",2017,11,"Sunday",0,1,0,1,0,0,0,0,0,0
"Vu Cao Dam","Le Village de Vence (The Village of Vence)",84160,11.3404750279715,7680,"1960","1",5980,"0","0","1","1","0","0",2017,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Le Pho","Harmonie Jaune (Harmony in Yellow)",36720,10.5110768447344,6400,"c. 1975","1",12610,"0","0","1","0","0","0",2017,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Le Pho","Women and Flowers",61200,11.0219024685004,12810,"c 1975","1",7344,"0","0","1","0","0","0",2017,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Hans Snel","Market Scene",30600,10.3287552879405,10250,"1977","1",3281.25,"0","0","1","1","0","0",2017,11,"Sunday",1,1,0,1,0,0,0,0,0,0
"Auke Cornelius Sonnega","Balinese Landscape",42840,10.6652275245617,7690,"1949","1",4636,"0","0","1","1","0","0",2017,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Abdul Aziz","A Balinese Village",9180,9.12478248361454,2560,"1973","1",2000,"0","0","1","1","0","0",2017,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Emil Rizek","Balinese Market Scene",9180,9.12478248361454,2560,"1934","1",4636,"0","0","1","1","0","0",2017,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Hendra Gunawan","Temple Procession",183610,12.1205692219162,64050,NA,"1",5782.5,"0","0","1","0","0","0",2017,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Kusama Affandi","Cockfight",130060,11.7757511614231,40990,"1977","1",14960,"0","0","1","1","0","0",2017,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Manfong Lee","Balinese Man with Fighting Cockerel",76510,11.2451767302259,25620,"1946","1",3250,"0","0","1","0","0","0",2017,11,"Sunday",1,1,0,1,0,0,0,0,0,0
"Manfong Lee","Two Carps",53550,10.8883710758759,12810,NA,"1",5100,"0","0","1","0","0","0",2017,11,"Sunday",0,1,0,0,0,0,1,0,0,0
"Hendra Gunawan","Women In An Idyllic Landscape",45900,10.7342203960486,25620,NA,"1",20800,"0","0","1","0","0","0",2017,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Fernando Cueto Amorsolo","Girl Filling Jug at the Stream",61200,11.0219024685004,12810,"1935","1",1518,"0","0","1","1","0","0",2017,11,"Sunday",1,1,0,1,0,0,0,0,0,0
"Fernando Cueto Amorsolo","Paoay Church",64260,11.0706926326699,12810,"1934","1",1633.5,"0","0","1","1","0","0",2017,11,"Sunday",1,1,0,1,0,0,0,0,0,0
